x,y
197,1.2090632380901967
198,1.197042820300552
199,1.2313504507929567
200,1.2298063128499375
201,1.2229153990269632
202,1.2076029291395476
203,1.2233124602600205
204,1.2109433793722846
205,1.2111019723517966
206,1.2261226776917
207,1.1887452388882598
208,1.1704587120768573
209,1.2125789767584634
210,1.1650278264776208
211,1.1949208471073636
212,1.1666985318838512
213,1.1902603529290747
214,1.170059350741772
215,1.1479417425098184
216,1.137195689489988
217,1.1843961927864863
218,1.130214619765664
219,1.1447337801980475
220,1.1315678181421613
221,1.1145561306047005
222,1.1460947639711099
223,1.1434650064274714
224,1.1187457166507502
225,1.1319824898095439
226,1.1260286962161876
227,1.1041113225695132
228,1.0997166185080742
229,1.0963657836070333
230,1.091457672423208
231,1.0710839847459641
232,1.0922296088857044
233,1.0899725393928754
234,1.0582783793918105
235,1.083047739860581
236,1.0711267326253733
237,1.032539843056406
238,1.0577942877564799
239,1.0288262409271138
240,1.0525828756989164
241,1.0511760971012034
242,1.0169849992694153
243,1.0003154257664109
244,1.0111802164227208
245,1.0260263880336526
246,0.9851950506759192
247,1.0180111331242978
248,0.968660942322388
249,0.9864917845798594
250,1.0057961724136213
251,0.9660692716390329
252,0.9785471179573123
253,0.9740823010269055
254,0.9596377896837196
255,0.9375425726477123
256,0.9381209694638302
257,0.9632976623443458
258,0.9489244514567906
259,0.914948364728042
260,0.9193115080021341
261,0.9413930041126322
262,0.9318145367692755
263,0.9139466935542447
264,0.8804614061537314
265,0.890398933598348
266,0.91013061178307
267,0.8686183828754507
268,0.8995702542359769
269,0.8922906565388441
270,0.8868470514809906
271,0.8492527990569131
272,0.8605910501400527
273,0.8427201468376783
274,0.8482514664898122
275,0.8502611440980875
276,0.8370470900621353
277,0.7974219908980965
278,0.8138092838013459
279,0.8162728873789552
280,0.7836515634762576
281,0.7792267795294817
282,0.7711822920369623
283,0.7734730614468076
284,0.7542394956158346
285,0.7686278265171633
286,0.7583392467191622
287,0.7481073991523124
288,0.7456440957046846
289,0.7240222524731255
290,0.7221034549264708
291,0.7269620671514357
292,0.7216731817405071
293,0.696336007428055
294,0.6976583990662654
295,0.6978524857481776
296,0.6861562399653574
297,0.6677285234466773
298,0.6698866702860781
299,0.6649619596302083
300,0.6420994856096717
301,0.648062153761145
302,0.648736334995747
303,0.6307178214270115
304,0.6292602656296028
305,0.6144642401189342
306,0.6006023985766005
307,0.6048215909484668
308,0.6021271444997365
309,0.6084263450465379
310,0.6008115683407828
311,0.5669574060788197
312,0.5700321983385032
313,0.5588822674870846
314,0.5748664015796225
315,0.5650497037722062
316,0.5592751219369365
317,0.5284022679002954
318,0.5399010379433287
319,0.533502214876003
320,0.5133522208380062
321,0.5274572818496306
322,0.5065143894909497
323,0.4944133472135096
324,0.4885660967967617
325,0.49809876566036027
326,0.4910263588200282
327,0.47051546345366185
328,0.4751190428104323
329,0.4723229234372386
330,0.4674173465928103
331,0.44276800486672235
332,0.4381539785961538
333,0.4480416891212644
334,0.43272652870450573
335,0.4290733419636745
336,0.41946650341724245
337,0.41915043109183353
338,0.4200277611043487
339,0.4039815292594772
340,0.40358192538200827
341,0.4080635032748344
342,0.40322847500488623
343,0.3834785286224068
344,0.39055400591123923
345,0.38878237623420914
346,0.3823320943612069
347,0.373342368312588
348,0.3690989536626999
349,0.36141816336119864
350,0.3557103357605891
351,0.3537691572074919
352,0.3488849556680055
353,0.3490038753965676
354,0.3298551446902695
355,0.3298496447438673
356,0.33589052162637667
357,0.3273446741331229
358,0.32603150087915306
359,0.3065150480193237
360,0.3122466774293196
361,0.29920820296384465
362,0.3012951256086369
363,0.2919912115675068
364,0.28211061015345534
365,0.2880652291460227
